Sample,Study,Site,Country,Lat,Long,Year,ENA,All samples same individual,Population,% callable,QC pass,Exclusion reason,Is returning traveller
PF0978-C,1094-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2013,ERR662637,PF0978-C,WAF,91.05,TRUE,Analysis_set,FALSE
PF0979-C,1094-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2013,ERR586082,PF0979-C,WAF,76.49,TRUE,Analysis_set,FALSE
PF0980-C,1094-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2013,ERR586090,PF0980-C,WAF,90.77,TRUE,Analysis_set,FALSE
PF0981-C,1094-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2013,ERR586096,PF0981-C,WAF,84.28,TRUE,Analysis_set,FALSE
PF0982-C,1094-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2013,ERR586102,PF0982-C,WAF,86.76,TRUE,Analysis_set,FALSE
PF0983-C,1094-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2013,ERR586109,PF0983-C,WAF,86.51,TRUE,Analysis_set,FALSE
PF0984-C,1094-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2013,ERR586114,PF0984-C,WAF,90.13,TRUE,Analysis_set,FALSE
PF0985-C,1094-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2013,ERR586120,PF0985-C,WAF,90.9,TRUE,Analysis_set,FALSE
PF0986-C,1094-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2013,ERR586127,PF0986-C,WAF,90.8,TRUE,Analysis_set,FALSE
PF0987-C,1094-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2013,ERR586133,PF0987-C,WAF,84.76,TRUE,Analysis_set,FALSE
PF0988-C,1094-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2013,ERR586139,PF0988-C,WAF,88.48,TRUE,Analysis_set,FALSE
PF0990-C,1094-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2013,ERR586148,PF0990-C,WAF,0,FALSE,Less_than_50pc_callable,FALSE
PF0991-C,1094-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2013,ERR586083,PF0991-C,WAF,0,FALSE,Less_than_50pc_callable,FALSE
PF0992-C,1094-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2013,ERR586091,PF0992-C,WAF,90.44,TRUE,Analysis_set,FALSE
PF0994-C,1094-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2013,ERR586103,PF0994-C,WAF,0.01,FALSE,Less_than_50pc_callable,FALSE
PF0996-C,1094-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2013,ERR586115,PF0996-C,WAF,0.02,FALSE,Less_than_50pc_callable,FALSE
PF0997-C,1094-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2013,ERR586121,PF0997-C,WAF,69.11,TRUE,Analysis_set,FALSE
PF0998-C,1094-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2013,ERR586128,PF0998-C,WAF,90.11,TRUE,Analysis_set,FALSE
PF0999-C,1094-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2013,ERR586134,PF0999-C,WAF,90.39,TRUE,Analysis_set,FALSE
PF1000-C,1094-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2013,ERR586140,PF1000-C,WAF,30.4,FALSE,Less_than_50pc_callable,FALSE
PF1001-C,1094-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2013,ERR586144,PF1001-C,WAF,86.14,TRUE,Analysis_set,FALSE
PF1003-C,1094-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2013,ERR586084,PF1003-C,WAF,0.39,FALSE,Less_than_50pc_callable,FALSE
PF1004-C,1094-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2013,ERR586092,PF1004-C,WAF,91.04,TRUE,Analysis_set,FALSE
PF1005-C,1094-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2013,ERR586097,PF1005-C,WAF,90.23,TRUE,Analysis_set,FALSE
PF1006-C,1094-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2013,ERR586104,PF1006-C,WAF,88.86,TRUE,Analysis_set,FALSE
PF1008-C,1094-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2013,ERR586116,PF1008-C,WAF,0,FALSE,Less_than_50pc_callable,FALSE
PF1009-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR636029,PF1009-C,WAF,90.31,TRUE,Analysis_set,FALSE
PF1010-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR636035,PF1010-C,WAF,90.5,TRUE,Analysis_set,FALSE
PF1011-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR636043,PF1011-C,WAF,90.33,TRUE,Analysis_set,FALSE
PF1012-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR636050,PF1012-C,WAF,90.47,TRUE,Analysis_set,FALSE
PF1013-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR636058,PF1013-C,WAF,89.59,TRUE,Analysis_set,FALSE
PF1014-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR637299,PF1014-C,WAF,90.18,TRUE,Analysis_set,FALSE
PF1015-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR637300,PF1015-C,WAF,90.07,TRUE,Analysis_set,FALSE
PF1016-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR636076,PF1016-C,WAF,89.57,TRUE,Analysis_set,FALSE
PF1017-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR636084,PF1017-C,WAF,90.27,TRUE,Analysis_set,FALSE
PF1018-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR636092,PF1018-C,WAF,90.13,TRUE,Analysis_set,FALSE
PF1019-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR637302,PF1019-C,WAF,86.8,TRUE,Analysis_set,FALSE
PF1020-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR636103,PF1020-C,WAF,89.65,TRUE,Analysis_set,FALSE
PF1021-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR636030,PF1021-C,WAF,90.3,TRUE,Analysis_set,FALSE
PF1022-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR636036,PF1022-C,WAF,90.75,TRUE,Analysis_set,FALSE
PF1023-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR636044,PF1023-C,WAF,90.65,TRUE,Analysis_set,FALSE
PF1024-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR636051,PF1024-C,WAF,90.15,TRUE,Analysis_set,FALSE
PF1025-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR636059,PF1025-C,WAF,90.98,TRUE,Analysis_set,FALSE
PF1026-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR636064,PF1026-C,WAF,89.99,TRUE,Analysis_set,FALSE
PF1027-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR636070,PF1027-C,WAF,90,TRUE,Analysis_set,FALSE
PF1028-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR636077,PF1028-C,WAF,89.55,TRUE,Analysis_set,FALSE
PF1029-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR636085,PF1029-C,WAF,90.13,TRUE,Analysis_set,FALSE
PF1030-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR636093,PF1030-C,WAF,90.56,TRUE,Analysis_set,FALSE
PF1031-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR637303,PF1031-C,WAF,89.72,TRUE,Analysis_set,FALSE
PF1032-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR636104,PF1032-C,WAF,42.02,FALSE,Less_than_50pc_callable,FALSE
PF1033-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR637295,PF1033-C,WAF,90.45,TRUE,Analysis_set,FALSE
PF1034-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR636037,PF1034-C,WAF,90.39,TRUE,Analysis_set,FALSE
PF1035-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR636045,PF1035-C,WAF,90.85,TRUE,Analysis_set,FALSE
PF1036-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR636052,PF1036-C,WAF,90.18,TRUE,Analysis_set,FALSE
PF1037-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR636060,PF1037-C,WAF,90.15,TRUE,Analysis_set,FALSE
PF1038-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR636065,PF1038-C,WAF,90.41,TRUE,Analysis_set,FALSE
PF1039-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR637301,PF1039-C,WAF,90.61,TRUE,Analysis_set,FALSE
PF1040-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR636078,PF1040-C,WAF,90.51,TRUE,Analysis_set,FALSE
PF1041-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR636086,PF1041-C,WAF,90.3,TRUE,Analysis_set,FALSE
PF1042-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR636094,PF1042-C,WAF,90.26,TRUE,Analysis_set,FALSE
PF1043-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR636099,PF1043-C,WAF,89.34,TRUE,Analysis_set,FALSE
PF1044-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR636105,PF1044-C,WAF,89.54,TRUE,Analysis_set,FALSE
PF1045-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR636031,PF1045-C,WAF,90.99,TRUE,Analysis_set,FALSE
PF1046-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR636038,PF1046-C,WAF,90.56,TRUE,Analysis_set,FALSE
PF1047-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR636046,PF1047-C,WAF,90.83,TRUE,Analysis_set,FALSE
PF1048-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR636053,PF1048-C,WAF,90.18,TRUE,Analysis_set,FALSE
PF1049-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR636061,PF1049-C,WAF,90.16,TRUE,Analysis_set,FALSE
PF1050-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR636066,PF1050-C,WAF,87.23,TRUE,Analysis_set,FALSE
PF1051-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR636071,PF1051-C,WAF,90.15,TRUE,Analysis_set,FALSE
PF1052-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR636079,PF1052-C,WAF,90.23,TRUE,Analysis_set,FALSE
PF1053-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR636087,PF1053-C,WAF,88.05,TRUE,Analysis_set,FALSE
PF1054-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR636095,PF1054-C,WAF,90.66,TRUE,Analysis_set,FALSE
PF1055-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR636100,PF1055-C,WAF,90.2,TRUE,Analysis_set,FALSE
PF1056-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR636106,PF1056-C,WAF,90.16,TRUE,Analysis_set,FALSE
PF1057-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR636032,PF1057-C,WAF,90.83,TRUE,Analysis_set,FALSE
PF1058-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR636039,PF1058-C,WAF,90.49,TRUE,Analysis_set,FALSE
PF1059-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR636047,PF1059-C,WAF,89.9,TRUE,Analysis_set,FALSE
PF1060-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR636054,PF1060-C,WAF,90.22,TRUE,Analysis_set,FALSE
PF1061-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR637297,PF1061-C,WAF,90.13,TRUE,Analysis_set,FALSE
PF1062-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR636067,PF1062-C,WAF,90.28,TRUE,Analysis_set,FALSE
PF1063-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR636072,PF1063-C,WAF,90.33,TRUE,Analysis_set,FALSE
PF1064-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR636080,PF1064-C,WAF,90.21,TRUE,Analysis_set,FALSE
PF1065-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR636088,PF1065-C,WAF,90.72,TRUE,Analysis_set,FALSE
PF1067-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR636101,PF1067-C,WAF,90.73,TRUE,Analysis_set,FALSE
PF1068-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR637305,PF1068-C,WAF,90.73,TRUE,Analysis_set,FALSE
PF1069-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR636033,PF1069-C,WAF,86.52,TRUE,Analysis_set,FALSE
PF1070-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR636040,PF1070-C,WAF,90.99,TRUE,Analysis_set,FALSE
PF1071-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR636048,PF1071-C,WAF,90.36,TRUE,Analysis_set,FALSE
PF1072-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR636055,PF1072-C,WAF,90.13,TRUE,Analysis_set,FALSE
PF1073-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR636062,PF1073-C,WAF,90.18,TRUE,Analysis_set,FALSE
PF1075-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR636073,PF1075-C,WAF,89.21,TRUE,Analysis_set,FALSE
PF1076-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR636081,PF1076-C,WAF,90.31,TRUE,Analysis_set,FALSE
PF1077-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR636089,PF1077-C,WAF,90.26,TRUE,Analysis_set,FALSE
PF1078-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR636096,PF1078-C,WAF,90.29,TRUE,Analysis_set,FALSE
PF1079-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR637304,PF1079-C,WAF,90.34,TRUE,Analysis_set,FALSE
PF1080-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR636258,PF1080-C,WAF,89.72,TRUE,Analysis_set,FALSE
PF1081-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR636034,PF1081-C,WAF,90.61,TRUE,Analysis_set,FALSE
PF1082-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR636041,PF1082-C,WAF,90.32,TRUE,Analysis_set,FALSE
PF1083-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR636049,PF1083-C,WAF,90.4,TRUE,Analysis_set,FALSE
PF1084-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR636056,PF1084-C,WAF,90.15,TRUE,Analysis_set,FALSE
PF1085-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR637298,PF1085-C,WAF,90.34,TRUE,Analysis_set,FALSE
PF1086-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR636068,PF1086-C,WAF,89.99,TRUE,Analysis_set,FALSE
PF1087-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR636074,PF1087-C,WAF,90.45,TRUE,Analysis_set,FALSE
PF1088-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR636082,PF1088-C,WAF,90.61,TRUE,Analysis_set,FALSE
PF1089-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR636090,PF1089-C,WAF,90.22,TRUE,Analysis_set,FALSE
PF1090-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR636097,PF1090-C,WAF,90.83,TRUE,Analysis_set,FALSE
PF1091-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR636102,PF1091-C,WAF,90.03,TRUE,Analysis_set,FALSE
PF1092-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR636259,PF1092-C,WAF,90.18,TRUE,Analysis_set,FALSE
PF1094-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR636042,PF1094-C,WAF,90.71,TRUE,Analysis_set,FALSE
PF1095-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR637296,PF1095-C,WAF,89.47,TRUE,Analysis_set,FALSE
PF1096-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR636057,PF1096-C,WAF,90.6,TRUE,Analysis_set,FALSE
PF1097-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR636063,PF1097-C,WAF,90.41,TRUE,Analysis_set,FALSE
PF1098-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR636069,PF1098-C,WAF,90.43,TRUE,Analysis_set,FALSE
PF1099-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR636075,PF1099-C,WAF,90.26,TRUE,Analysis_set,FALSE
PF1100-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR636083,PF1100-C,WAF,90.11,TRUE,Analysis_set,FALSE
PF1101-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR636091,PF1101-C,WAF,90.79,TRUE,Analysis_set,FALSE
PF1102-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR636098,PF1102-C,WAF,90.21,TRUE,Analysis_set,FALSE
PF1103-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR636260,PF1103-C,WAF,90.01,TRUE,Analysis_set,FALSE
PF1104-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR636261,PF1104-C,WAF,90.26,TRUE,Analysis_set,FALSE
PF1105-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR636262,PF1105-C,WAF,90.17,TRUE,Analysis_set,FALSE
PF1107-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR636263,PF1107-C,WAF,90.12,TRUE,Analysis_set,FALSE
PF1108-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR636264,PF1108-C,WAF,90.44,TRUE,Analysis_set,FALSE
PF1110-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR636265,PF1110-C,WAF,90.04,TRUE,Analysis_set,FALSE
PF1111-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR636266,PF1111-C,WAF,90.68,TRUE,Analysis_set,FALSE
PF1112-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR636267,PF1112-C,WAF,89.98,TRUE,Analysis_set,FALSE
PF1113-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR636268,PF1113-C,WAF,90.29,TRUE,Analysis_set,FALSE
PF1114-C,1096-PF-GH-GHANSAH,Cape-Coast,Ghana,5.55602,-0.1969,2014,ERR636269,PF1114-C,WAF,90.2,TRUE,Analysis_set,FALSE
PF1118-C,1151-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2015,ERR1407394,"PF1118-C,PF1118-Cx",WAF,78.48,FALSE,Lower_covered_duplicate,FALSE
PF1118-Cx,1151-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2015,ERR1214127,"PF1118-C,PF1118-Cx",WAF,89.6,TRUE,Analysis_set,FALSE
PF1119-C,1151-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2015,ERR1407371,"PF1119-C,PF1119-Cx,PF1119-Cx6,PF1119-Cx8",WAF,76.62,FALSE,Lower_covered_duplicate,FALSE
PF1119-Cx,1151-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2015,ERR1214128,"PF1119-C,PF1119-Cx,PF1119-Cx6,PF1119-Cx8",WAF,82.88,FALSE,Lower_covered_duplicate,FALSE
PF1119-Cx6,1151-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2015,ERR1214199,"PF1119-C,PF1119-Cx,PF1119-Cx6,PF1119-Cx8",WAF,89.46,FALSE,Lower_covered_duplicate,FALSE
PF1119-Cx8,1151-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2015,ERR1214175,"PF1119-C,PF1119-Cx,PF1119-Cx6,PF1119-Cx8",WAF,90.05,TRUE,Analysis_set,FALSE
PF1120-Cx6,1151-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2015,ERR1214200,"PF1120-Cx6,PF1120-Cx8",WAF,89.45,TRUE,Analysis_set,FALSE
PF1120-Cx8,1151-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2015,,"PF1120-Cx6,PF1120-Cx8",WAF,75.51,FALSE,Lower_covered_duplicate,FALSE
PF1121-Cx6,1151-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2015,,"PF1121-Cx6,PF1121-Cx9",WAF,68.72,FALSE,Lower_covered_duplicate,FALSE
PF1121-Cx9,1151-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2015,,"PF1121-Cx6,PF1121-Cx9",WAF,69.92,TRUE,Analysis_set,FALSE
PF1123-C,1151-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2015,ERR1407372,"PF1123-C,PF1123-Cx",WAF,74.27,FALSE,Lower_covered_duplicate,FALSE
PF1123-Cx,1151-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2015,ERR1214129,"PF1123-C,PF1123-Cx",WAF,90.8,TRUE,Analysis_set,FALSE
PF1124-C,1151-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2015,ERR1407373,"PF1124-C,PF1124-Cx",WAF,76.63,FALSE,Lower_covered_duplicate,FALSE
PF1124-Cx,1151-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2015,ERR1214130,"PF1124-C,PF1124-Cx",WAF,90.77,TRUE,Analysis_set,FALSE
PF1125-C,1151-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2015,ERR1407374,"PF1125-C,PF1125-Cx",WAF,71.17,FALSE,Lower_covered_duplicate,FALSE
PF1125-Cx,1151-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2015,ERR1214131,"PF1125-C,PF1125-Cx",WAF,80.74,TRUE,Analysis_set,FALSE
PF1126-C,1151-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2015,ERR1407375,"PF1126-C,PF1126-Cx",WAF,63.88,FALSE,Lower_covered_duplicate,FALSE
PF1126-Cx,1151-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2015,ERR1214132,"PF1126-C,PF1126-Cx",WAF,89.05,TRUE,Analysis_set,FALSE
PF1127-Cx,1151-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2015,ERR1214215,"PF1127-Cx,PF1127-Cx7,PF1127-Cx8",WAF,87.53,FALSE,Lower_covered_duplicate,FALSE
PF1127-Cx7,1151-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2015,ERR1214201,"PF1127-Cx,PF1127-Cx7,PF1127-Cx8",WAF,89.4,TRUE,Analysis_set,FALSE
PF1127-Cx8,1151-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2015,ERR1214176,"PF1127-Cx,PF1127-Cx7,PF1127-Cx8",WAF,89.32,FALSE,Lower_covered_duplicate,FALSE
PF1128-C,1151-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2015,ERR1407376,"PF1128-C,PF1128-Cx,PF1128-Cx4,PF1128-Cx6",WAF,76.51,FALSE,Lower_covered_duplicate,FALSE
PF1128-Cx,1151-PF-GH-AMENGA-ETEGO,Navrongo,Ghana,10.885568,-1.086617,2015,ERR1214133,"PF1128-C,PF1128-Cx,PF1128-Cx4,PF1128-Cx6",WAF,89.08,TRUE,Analysis_set,FALSE
